"Problem","group","Sample_ID","SPI","Node_from","Node_to","value"
"EEG state","negativity","Test_77","cce_gaussian","Channel_2","Channel_1",-2.53549254408023
"EEG state","negativity","Test_78","cce_gaussian","Channel_2","Channel_1",-1.55478183152874
"EEG state","negativity","Test_79","cce_gaussian","Channel_2","Channel_1",-2.77688934113636
"EEG state","negativity","Test_8","cce_gaussian","Channel_2","Channel_1",-4.42094028454364
"EEG state","negativity","Test_80","cce_gaussian","Channel_2","Channel_1",-3.41282475149537
"EEG state","negativity","Test_81","cce_gaussian","Channel_2","Channel_1",-3.75676985561398
"EEG state","negativity","Test_82","cce_gaussian","Channel_2","Channel_1",-5.93009630201835
"EEG state","positivity","Test_83","cce_gaussian","Channel_2","Channel_1",-4.24288787701545
"EEG state","negativity","Test_84","cce_gaussian","Channel_2","Channel_1",-1.92109452291224
"EEG state","negativity","Test_85","cce_gaussian","Channel_2","Channel_1",-1.76615013011789
"EEG state","positivity","Test_86","cce_gaussian","Channel_2","Channel_1",-6.60888756813263
"EEG state","positivity","Test_87","cce_gaussian","Channel_2","Channel_1",-5.37418237298034
"EEG state","negativity","Test_88","cce_gaussian","Channel_2","Channel_1",-2.90808714663391
"EEG state","negativity","Test_89","cce_gaussian","Channel_2","Channel_1",-4.56125229567635
"EEG state","negativity","Test_9","cce_gaussian","Channel_2","Channel_1",-3.38511363907006
"EEG state","positivity","Test_90","cce_gaussian","Channel_2","Channel_1",-3.58800126406047
"EEG state","positivity","Test_91","cce_gaussian","Channel_2","Channel_1",-5.26469866903819
"EEG state","positivity","Test_92","cce_gaussian","Channel_2","Channel_1",-6.95754484172168
"EEG state","positivity","Test_93","cce_gaussian","Channel_2","Channel_1",-4.3057377470133
"EEG state","positivity","Test_94","cce_gaussian","Channel_2","Channel_1",-3.83015298275372
"EEG state","negativity","Test_95","cce_gaussian","Channel_2","Channel_1",-5.04061845286913
"EEG state","positivity","Test_96","cce_gaussian","Channel_2","Channel_1",-2.82071185773556
"EEG state","negativity","Test_97","cce_gaussian","Channel_2","Channel_1",-4.86498501115141
"EEG state","negativity","Test_98","cce_gaussian","Channel_2","Channel_1",-5.75271162508953
"EEG state","positivity","Test_99","cce_gaussian","Channel_2","Channel_1",-3.58475253375946
"EEG state","negativity","Train_1","cce_gaussian","Channel_2","Channel_1",-2.00362678927796
"EEG state","negativity","Train_10","cce_gaussian","Channel_2","Channel_1",-0.291384545973227
"EEG state","negativity","Train_100","cce_gaussian","Channel_2","Channel_1",-3.64886109674592
"EEG state","negativity","Train_101","cce_gaussian","Channel_2","Channel_1",-0.757858561449045
"EEG state","negativity","Train_102","cce_gaussian","Channel_2","Channel_1",-1.52713965336591
"EEG state","negativity","Train_103","cce_gaussian","Channel_2","Channel_1",-2.70613154809385
"EEG state","negativity","Train_104","cce_gaussian","Channel_2","Channel_1",-1.20296053442296
"EEG state","negativity","Train_105","cce_gaussian","Channel_2","Channel_1",-2.15267672000431
"EEG state","negativity","Train_106","cce_gaussian","Channel_2","Channel_1",-0.845508903070337
"EEG state","negativity","Train_107","cce_gaussian","Channel_2","Channel_1",-1.8373376379307
"EEG state","negativity","Train_108","cce_gaussian","Channel_2","Channel_1",-2.13992016397034
"EEG state","negativity","Train_109","cce_gaussian","Channel_2","Channel_1",-3.17555791096095
"EEG state","negativity","Train_11","cce_gaussian","Channel_2","Channel_1",-3.18804561887585
"EEG state","negativity","Train_110","cce_gaussian","Channel_2","Channel_1",-1.93002525283966
"EEG state","negativity","Train_111","cce_gaussian","Channel_2","Channel_1",0.705093502288985
"EEG state","negativity","Train_112","cce_gaussian","Channel_2","Channel_1",-0.440786283336966
"EEG state","negativity","Train_113","cce_gaussian","Channel_2","Channel_1",-3.87359585690984
"EEG state","negativity","Train_114","cce_gaussian","Channel_2","Channel_1",-2.92084049378091
"EEG state","negativity","Train_115","cce_gaussian","Channel_2","Channel_1",0.443052245605484
"EEG state","negativity","Train_116","cce_gaussian","Channel_2","Channel_1",-2.41868175189389
"EEG state","negativity","Train_117","cce_gaussian","Channel_2","Channel_1",-1.47945414233223
"EEG state","negativity","Train_118","cce_gaussian","Channel_2","Channel_1",-1.99618322877627
"EEG state","negativity","Train_119","cce_gaussian","Channel_2","Channel_1",-2.05217622903408
"EEG state","negativity","Train_12","cce_gaussian","Channel_2","Channel_1",-3.28673200589447
"EEG state","negativity","Train_120","cce_gaussian","Channel_2","Channel_1",-4.02765326697223
"EEG state","negativity","Train_121","cce_gaussian","Channel_2","Channel_1",-1.36747350343662
"EEG state","negativity","Train_122","cce_gaussian","Channel_2","Channel_1",-1.63354282965805
"EEG state","negativity","Train_123","cce_gaussian","Channel_2","Channel_1",-2.79379086970861
"EEG state","negativity","Train_124","cce_gaussian","Channel_2","Channel_1",-1.46521786260075
"EEG state","negativity","Train_125","cce_gaussian","Channel_2","Channel_1",-1.80282471296539
"EEG state","negativity","Train_126","cce_gaussian","Channel_2","Channel_1",-3.00743512869149
"EEG state","negativity","Train_127","cce_gaussian","Channel_2","Channel_1",-1.20747321775211
"EEG state","negativity","Train_128","cce_gaussian","Channel_2","Channel_1",-4.79351549570686
"EEG state","negativity","Train_129","cce_gaussian","Channel_2","Channel_1",-2.41338719766352
"EEG state","negativity","Train_13","cce_gaussian","Channel_2","Channel_1",-1.36440203460124
"EEG state","negativity","Train_130","cce_gaussian","Channel_2","Channel_1",-1.54755901216145
"EEG state","negativity","Train_131","cce_gaussian","Channel_2","Channel_1",-2.29903724699192
"EEG state","negativity","Train_132","cce_gaussian","Channel_2","Channel_1",-2.00697653513583
"EEG state","negativity","Train_133","cce_gaussian","Channel_2","Channel_1",-0.136661534523584
"EEG state","negativity","Train_134","cce_gaussian","Channel_2","Channel_1",-1.87189229588604
"EEG state","negativity","Train_135","cce_gaussian","Channel_2","Channel_1",-2.46600554160775
"EEG state","positivity","Train_136","cce_gaussian","Channel_2","Channel_1",-4.03516318905322
"EEG state","positivity","Train_137","cce_gaussian","Channel_2","Channel_1",-4.1019741598892
"EEG state","positivity","Train_138","cce_gaussian","Channel_2","Channel_1",-5.82017283282911
"EEG state","positivity","Train_139","cce_gaussian","Channel_2","Channel_1",-4.83097475324692
"EEG state","negativity","Train_14","cce_gaussian","Channel_2","Channel_1",-2.44266587375493
"EEG state","positivity","Train_140","cce_gaussian","Channel_2","Channel_1",-5.01288589572236
"EEG state","positivity","Train_141","cce_gaussian","Channel_2","Channel_1",0.012371697247582
"EEG state","positivity","Train_142","cce_gaussian","Channel_2","Channel_1",-5.92076316232196
"EEG state","positivity","Train_143","cce_gaussian","Channel_2","Channel_1",-0.413257942908104
"EEG state","positivity","Train_144","cce_gaussian","Channel_2","Channel_1",-2.44735922384269
"EEG state","positivity","Train_145","cce_gaussian","Channel_2","Channel_1",-3.60899720771929
"EEG state","positivity","Train_146","cce_gaussian","Channel_2","Channel_1",-5.40499926476323
"EEG state","positivity","Train_147","cce_gaussian","Channel_2","Channel_1",-3.62587410625656
"EEG state","positivity","Train_148","cce_gaussian","Channel_2","Channel_1",-3.91746138842931
"EEG state","positivity","Train_149","cce_gaussian","Channel_2","Channel_1",-5.26432270980975
"EEG state","negativity","Train_15","cce_gaussian","Channel_2","Channel_1",-3.56519329518446
"EEG state","positivity","Train_150","cce_gaussian","Channel_2","Channel_1",-2.95957152063733
"EEG state","positivity","Train_151","cce_gaussian","Channel_2","Channel_1",-1.99076471440128
"EEG state","positivity","Train_152","cce_gaussian","Channel_2","Channel_1",-3.19986473024977
"EEG state","positivity","Train_153","cce_gaussian","Channel_2","Channel_1",-2.07158924539083
"EEG state","positivity","Train_154","cce_gaussian","Channel_2","Channel_1",-0.386294187993552
"EEG state","positivity","Train_155","cce_gaussian","Channel_2","Channel_1",-0.366217553219381
"EEG state","positivity","Train_156","cce_gaussian","Channel_2","Channel_1",-2.69915870680874
"EEG state","positivity","Train_157","cce_gaussian","Channel_2","Channel_1",-1.46512444952612
"EEG state","positivity","Train_158","cce_gaussian","Channel_2","Channel_1",-4.90307426408979
"EEG state","positivity","Train_159","cce_gaussian","Channel_2","Channel_1",-6.62889006558617
"EEG state","negativity","Train_16","cce_gaussian","Channel_2","Channel_1",-3.06255909924758
"EEG state","positivity","Train_160","cce_gaussian","Channel_2","Channel_1",-2.81841770871063
"EEG state","positivity","Train_161","cce_gaussian","Channel_2","Channel_1",-3.92835728678098
"EEG state","positivity","Train_162","cce_gaussian","Channel_2","Channel_1",-3.67885934126367
"EEG state","positivity","Train_163","cce_gaussian","Channel_2","Channel_1",0.420051691615279
"EEG state","positivity","Train_164","cce_gaussian","Channel_2","Channel_1",-3.40156927432637
"EEG state","positivity","Train_165","cce_gaussian","Channel_2","Channel_1",-4.08512857674995
"EEG state","positivity","Train_166","cce_gaussian","Channel_2","Channel_1",-2.5164158936926
"EEG state","positivity","Train_167","cce_gaussian","Channel_2","Channel_1",-4.4970802594134
"EEG state","positivity","Train_168","cce_gaussian","Channel_2","Channel_1",-4.88959898073753
"EEG state","positivity","Train_169","cce_gaussian","Channel_2","Channel_1",-5.9076697544758
"EEG state","negativity","Train_17","cce_gaussian","Channel_2","Channel_1",-0.851679309452652
"EEG state","positivity","Train_170","cce_gaussian","Channel_2","Channel_1",-1.60114825611028
"EEG state","positivity","Train_171","cce_gaussian","Channel_2","Channel_1",-5.05511407759156
"EEG state","positivity","Train_172","cce_gaussian","Channel_2","Channel_1",-3.08247605257584
"EEG state","positivity","Train_173","cce_gaussian","Channel_2","Channel_1",-4.19694485253715
"EEG state","positivity","Train_174","cce_gaussian","Channel_2","Channel_1",-2.51287399188406
"EEG state","positivity","Train_175","cce_gaussian","Channel_2","Channel_1",-6.52468444424882
"EEG state","positivity","Train_176","cce_gaussian","Channel_2","Channel_1",-3.80937404026083
"EEG state","positivity","Train_177","cce_gaussian","Channel_2","Channel_1",-3.3443975135982
"EEG state","positivity","Train_178","cce_gaussian","Channel_2","Channel_1",-1.48637026967572
"EEG state","positivity","Train_179","cce_gaussian","Channel_2","Channel_1",-2.64986714737004
"EEG state","negativity","Train_18","cce_gaussian","Channel_2","Channel_1",-2.75277417201615
"EEG state","positivity","Train_180","cce_gaussian","Channel_2","Channel_1",-3.80385173834205
"EEG state","positivity","Train_181","cce_gaussian","Channel_2","Channel_1",-3.33338841698946
"EEG state","positivity","Train_182","cce_gaussian","Channel_2","Channel_1",-5.1028823012624
"EEG state","positivity","Train_183","cce_gaussian","Channel_2","Channel_1",-4.06066960581299
"EEG state","positivity","Train_184","cce_gaussian","Channel_2","Channel_1",-3.05689346289093
"EEG state","positivity","Train_185","cce_gaussian","Channel_2","Channel_1",-4.48589295772353
"EEG state","positivity","Train_186","cce_gaussian","Channel_2","Channel_1",-2.7433956063392
"EEG state","positivity","Train_187","cce_gaussian","Channel_2","Channel_1",-3.02155349456108
"EEG state","positivity","Train_188","cce_gaussian","Channel_2","Channel_1",-1.7192056334401
"EEG state","positivity","Train_189","cce_gaussian","Channel_2","Channel_1",-1.62880150226602
"EEG state","negativity","Train_19","cce_gaussian","Channel_2","Channel_1",-0.266696042589512
"EEG state","positivity","Train_190","cce_gaussian","Channel_2","Channel_1",-4.61950403916896
"EEG state","positivity","Train_191","cce_gaussian","Channel_2","Channel_1",-4.40802073829304
"EEG state","positivity","Train_192","cce_gaussian","Channel_2","Channel_1",-2.83240882991327
"EEG state","positivity","Train_193","cce_gaussian","Channel_2","Channel_1",-3.81239577051351
"EEG state","positivity","Train_194","cce_gaussian","Channel_2","Channel_1",-2.80289698570683
"EEG state","positivity","Train_195","cce_gaussian","Channel_2","Channel_1",-3.81385289916434
"EEG state","positivity","Train_196","cce_gaussian","Channel_2","Channel_1",-4.14749187438697
"EEG state","positivity","Train_197","cce_gaussian","Channel_2","Channel_1",-4.3042536738092
"EEG state","positivity","Train_198","cce_gaussian","Channel_2","Channel_1",-3.67289001460498
"EEG state","positivity","Train_199","cce_gaussian","Channel_2","Channel_1",-3.46797785996725
"EEG state","negativity","Train_2","cce_gaussian","Channel_2","Channel_1",-1.06319735121903
"EEG state","negativity","Train_20","cce_gaussian","Channel_2","Channel_1",-2.07802924278364
"EEG state","positivity","Train_200","cce_gaussian","Channel_2","Channel_1",-1.91392113863735
"EEG state","positivity","Train_201","cce_gaussian","Channel_2","Channel_1",-2.71771023304819
"EEG state","positivity","Train_202","cce_gaussian","Channel_2","Channel_1",-5.79049352185815
"EEG state","positivity","Train_203","cce_gaussian","Channel_2","Channel_1",-5.06290614147253
"EEG state","positivity","Train_204","cce_gaussian","Channel_2","Channel_1",-2.42540246078929
"EEG state","positivity","Train_205","cce_gaussian","Channel_2","Channel_1",-1.07358224804817
"EEG state","positivity","Train_206","cce_gaussian","Channel_2","Channel_1",-4.92210945312871
"EEG state","positivity","Train_207","cce_gaussian","Channel_2","Channel_1",-3.05124849060987
"EEG state","positivity","Train_208","cce_gaussian","Channel_2","Channel_1",-3.34028666817691
"EEG state","positivity","Train_209","cce_gaussian","Channel_2","Channel_1",-3.32959441911503
"EEG state","negativity","Train_21","cce_gaussian","Channel_2","Channel_1",-1.526837686924
"EEG state","positivity","Train_210","cce_gaussian","Channel_2","Channel_1",-2.07733588712683
"EEG state","positivity","Train_211","cce_gaussian","Channel_2","Channel_1",-4.28325426355329
"EEG state","positivity","Train_212","cce_gaussian","Channel_2","Channel_1",-4.15368923986287
"EEG state","positivity","Train_213","cce_gaussian","Channel_2","Channel_1",-2.64000684616006
"EEG state","positivity","Train_214","cce_gaussian","Channel_2","Channel_1",-0.113675448631188
"EEG state","positivity","Train_215","cce_gaussian","Channel_2","Channel_1",-2.93330348715119
"EEG state","positivity","Train_216","cce_gaussian","Channel_2","Channel_1",-5.91277189532302
"EEG state","positivity","Train_217","cce_gaussian","Channel_2","Channel_1",-2.26064424236303
"EEG state","positivity","Train_218","cce_gaussian","Channel_2","Channel_1",-4.58643732047546
"EEG state","positivity","Train_219","cce_gaussian","Channel_2","Channel_1",-5.95282910234503
"EEG state","negativity","Train_22","cce_gaussian","Channel_2","Channel_1",-0.449951728477591
"EEG state","positivity","Train_220","cce_gaussian","Channel_2","Channel_1",-3.61943040377522
"EEG state","positivity","Train_221","cce_gaussian","Channel_2","Channel_1",-4.91491409083659
"EEG state","positivity","Train_222","cce_gaussian","Channel_2","Channel_1",-7.29261872287257
"EEG state","positivity","Train_223","cce_gaussian","Channel_2","Channel_1",-5.780629113225
"EEG state","positivity","Train_224","cce_gaussian","Channel_2","Channel_1",-2.6126972975658
"EEG state","positivity","Train_225","cce_gaussian","Channel_2","Channel_1",-3.67480221783827
"EEG state","positivity","Train_226","cce_gaussian","Channel_2","Channel_1",-3.63972638766512
"EEG state","positivity","Train_227","cce_gaussian","Channel_2","Channel_1",-2.58774984745786
"EEG state","positivity","Train_228","cce_gaussian","Channel_2","Channel_1",-4.22911303510022
"EEG state","positivity","Train_229","cce_gaussian","Channel_2","Channel_1",-3.14443939825247
"EEG state","negativity","Train_23","cce_gaussian","Channel_2","Channel_1",-3.03146256519769
"EEG state","positivity","Train_230","cce_gaussian","Channel_2","Channel_1",-4.09415060935282
"EEG state","positivity","Train_231","cce_gaussian","Channel_2","Channel_1",-5.47663504498425
"EEG state","positivity","Train_232","cce_gaussian","Channel_2","Channel_1",-4.08261091035845
"EEG state","positivity","Train_233","cce_gaussian","Channel_2","Channel_1",-4.31627591936736
"EEG state","positivity","Train_234","cce_gaussian","Channel_2","Channel_1",-3.32928189539363
"EEG state","positivity","Train_235","cce_gaussian","Channel_2","Channel_1",-4.32969609519124
"EEG state","positivity","Train_236","cce_gaussian","Channel_2","Channel_1",-3.90310989833447
"EEG state","positivity","Train_237","cce_gaussian","Channel_2","Channel_1",-0.787637110936673
"EEG state","positivity","Train_238","cce_gaussian","Channel_2","Channel_1",-3.07441512468945
"EEG state","positivity","Train_239","cce_gaussian","Channel_2","Channel_1",-3.15886914686033
"EEG state","negativity","Train_24","cce_gaussian","Channel_2","Channel_1",-2.90236834169505
"EEG state","positivity","Train_240","cce_gaussian","Channel_2","Channel_1",-3.06472520779393
"EEG state","positivity","Train_241","cce_gaussian","Channel_2","Channel_1",-3.90690342031598
"EEG state","positivity","Train_242","cce_gaussian","Channel_2","Channel_1",-6.22415445844734
"EEG state","positivity","Train_243","cce_gaussian","Channel_2","Channel_1",-5.48624913561829
"EEG state","positivity","Train_244","cce_gaussian","Channel_2","Channel_1",-5.44349189595236
"EEG state","positivity","Train_245","cce_gaussian","Channel_2","Channel_1",-2.8389662343282
"EEG state","positivity","Train_246","cce_gaussian","Channel_2","Channel_1",-2.21611717307974
"EEG state","positivity","Train_247","cce_gaussian","Channel_2","Channel_1",-3.33486697643752
"EEG state","positivity","Train_248","cce_gaussian","Channel_2","Channel_1",-3.84488760635552
"EEG state","positivity","Train_249","cce_gaussian","Channel_2","Channel_1",-5.5162829241008
"EEG state","negativity","Train_25","cce_gaussian","Channel_2","Channel_1",-1.15618343996052
"EEG state","positivity","Train_250","cce_gaussian","Channel_2","Channel_1",-4.35352745021578
"EEG state","positivity","Train_251","cce_gaussian","Channel_2","Channel_1",-3.05159066841479
"EEG state","positivity","Train_252","cce_gaussian","Channel_2","Channel_1",-5.32010238269724
"EEG state","positivity","Train_253","cce_gaussian","Channel_2","Channel_1",-0.179017608275921
"EEG state","positivity","Train_254","cce_gaussian","Channel_2","Channel_1",-1.40380427094659
"EEG state","positivity","Train_255","cce_gaussian","Channel_2","Channel_1",-2.50844413725862
"EEG state","positivity","Train_256","cce_gaussian","Channel_2","Channel_1",-3.84070671149908
"EEG state","positivity","Train_257","cce_gaussian","Channel_2","Channel_1",-4.10149136235202
"EEG state","positivity","Train_258","cce_gaussian","Channel_2","Channel_1",-5.98941230398864
"EEG state","positivity","Train_259","cce_gaussian","Channel_2","Channel_1",-0.722479039175564
"EEG state","negativity","Train_26","cce_gaussian","Channel_2","Channel_1",-0.356844446006884
"EEG state","positivity","Train_260","cce_gaussian","Channel_2","Channel_1",-3.33970632276684
"EEG state","positivity","Train_261","cce_gaussian","Channel_2","Channel_1",0.143502287282342
"EEG state","positivity","Train_262","cce_gaussian","Channel_2","Channel_1",-4.24404810704037
"EEG state","positivity","Train_263","cce_gaussian","Channel_2","Channel_1",-2.86435540236426
"EEG state","positivity","Train_264","cce_gaussian","Channel_2","Channel_1",-3.06079710144852
"EEG state","positivity","Train_265","cce_gaussian","Channel_2","Channel_1",-6.82324880716558
"EEG state","positivity","Train_266","cce_gaussian","Channel_2","Channel_1",-4.0617176344313
"EEG state","positivity","Train_267","cce_gaussian","Channel_2","Channel_1",-6.01179102345123
"EEG state","positivity","Train_268","cce_gaussian","Channel_2","Channel_1",-0.823445263486217
"EEG state","negativity","Train_27","cce_gaussian","Channel_2","Channel_1",-2.0522700285798
"EEG state","negativity","Train_28","cce_gaussian","Channel_2","Channel_1",0.173156158515095
"EEG state","negativity","Train_29","cce_gaussian","Channel_2","Channel_1",0.272978073906246
"EEG state","negativity","Train_3","cce_gaussian","Channel_2","Channel_1",-2.168925558017
"EEG state","negativity","Train_30","cce_gaussian","Channel_2","Channel_1",-0.793568530035132
"EEG state","negativity","Train_31","cce_gaussian","Channel_2","Channel_1",-3.7929739121541
"EEG state","negativity","Train_32","cce_gaussian","Channel_2","Channel_1",-1.22759977220364
"EEG state","negativity","Train_33","cce_gaussian","Channel_2","Channel_1",-4.53404782083909
"EEG state","negativity","Train_34","cce_gaussian","Channel_2","Channel_1",-4.00919401714713
"EEG state","negativity","Train_35","cce_gaussian","Channel_2","Channel_1",-2.66839500224175
"EEG state","negativity","Train_36","cce_gaussian","Channel_2","Channel_1",0.169784288333006
"EEG state","negativity","Train_37","cce_gaussian","Channel_2","Channel_1",-0.956056710255126
"EEG state","negativity","Train_38","cce_gaussian","Channel_2","Channel_1",-3.42198375121691
"EEG state","negativity","Train_39","cce_gaussian","Channel_2","Channel_1",-2.23925180705173
"EEG state","negativity","Train_4","cce_gaussian","Channel_2","Channel_1",-3.5101753813787
"EEG state","negativity","Train_40","cce_gaussian","Channel_2","Channel_1",-2.5457900556327
"EEG state","negativity","Train_41","cce_gaussian","Channel_2","Channel_1",-4.61658705017946
"EEG state","negativity","Train_42","cce_gaussian","Channel_2","Channel_1",-3.86155143328854
"EEG state","negativity","Train_43","cce_gaussian","Channel_2","Channel_1",-2.24186985773523
"EEG state","negativity","Train_44","cce_gaussian","Channel_2","Channel_1",-4.00917704379477
"EEG state","negativity","Train_45","cce_gaussian","Channel_2","Channel_1",-4.9066878706828
"EEG state","negativity","Train_46","cce_gaussian","Channel_2","Channel_1",-2.61004492078809
"EEG state","negativity","Train_47","cce_gaussian","Channel_2","Channel_1",-1.66332544172155
"EEG state","negativity","Train_48","cce_gaussian","Channel_2","Channel_1",-5.86681664295381
"EEG state","negativity","Train_49","cce_gaussian","Channel_2","Channel_1",-1.66707238103146
"EEG state","negativity","Train_5","cce_gaussian","Channel_2","Channel_1",-4.40873636738669
"EEG state","negativity","Train_50","cce_gaussian","Channel_2","Channel_1",-3.37010589288654
"EEG state","negativity","Train_51","cce_gaussian","Channel_2","Channel_1",-0.646888102935402
"EEG state","negativity","Train_52","cce_gaussian","Channel_2","Channel_1",-2.60166744802599
"EEG state","negativity","Train_53","cce_gaussian","Channel_2","Channel_1",-3.14994193467625
"EEG state","negativity","Train_54","cce_gaussian","Channel_2","Channel_1",-3.53466801710963
"EEG state","negativity","Train_55","cce_gaussian","Channel_2","Channel_1",-2.25017137918668
"EEG state","negativity","Train_56","cce_gaussian","Channel_2","Channel_1",-2.62668547812974
"EEG state","negativity","Train_57","cce_gaussian","Channel_2","Channel_1",-2.45452775543654
"EEG state","negativity","Train_58","cce_gaussian","Channel_2","Channel_1",-2.85276399794276
"EEG state","negativity","Train_59","cce_gaussian","Channel_2","Channel_1",0.671959682028278
"EEG state","negativity","Train_6","cce_gaussian","Channel_2","Channel_1",0.583224710846794
"EEG state","negativity","Train_60","cce_gaussian","Channel_2","Channel_1",-0.532483867448386
"EEG state","negativity","Train_61","cce_gaussian","Channel_2","Channel_1",-2.76510052266566
"EEG state","negativity","Train_62","cce_gaussian","Channel_2","Channel_1",-0.832488826763435
"EEG state","negativity","Train_63","cce_gaussian","Channel_2","Channel_1",-3.06007711262503
"EEG state","negativity","Train_64","cce_gaussian","Channel_2","Channel_1",-1.92367110925213
"EEG state","negativity","Train_65","cce_gaussian","Channel_2","Channel_1",-3.83993375094803
"EEG state","negativity","Train_66","cce_gaussian","Channel_2","Channel_1",-3.7336764544744
"EEG state","negativity","Train_67","cce_gaussian","Channel_2","Channel_1",-1.37681342662487
"EEG state","negativity","Train_68","cce_gaussian","Channel_2","Channel_1",-1.69840087468367
"EEG state","negativity","Train_69","cce_gaussian","Channel_2","Channel_1",0.173131345354701
"EEG state","negativity","Train_7","cce_gaussian","Channel_2","Channel_1",-0.0349582212135362
"EEG state","negativity","Train_70","cce_gaussian","Channel_2","Channel_1",-3.00397710731734
"EEG state","negativity","Train_71","cce_gaussian","Channel_2","Channel_1",-1.37506973550891
"EEG state","negativity","Train_72","cce_gaussian","Channel_2","Channel_1",-1.46796971934603
"EEG state","negativity","Train_73","cce_gaussian","Channel_2","Channel_1",-2.39217598877652
"EEG state","negativity","Train_74","cce_gaussian","Channel_2","Channel_1",-1.64763337639726
"EEG state","negativity","Train_75","cce_gaussian","Channel_2","Channel_1",-1.87676417583315
"EEG state","negativity","Train_76","cce_gaussian","Channel_2","Channel_1",-1.32402237206757
"EEG state","negativity","Train_77","cce_gaussian","Channel_2","Channel_1",-2.0079438825246
"EEG state","negativity","Train_78","cce_gaussian","Channel_2","Channel_1",-2.18927914931738
"EEG state","negativity","Train_79","cce_gaussian","Channel_2","Channel_1",-1.68058464319723
"EEG state","negativity","Train_8","cce_gaussian","Channel_2","Channel_1",-2.67782870051097
"EEG state","negativity","Train_80","cce_gaussian","Channel_2","Channel_1",-2.76680302429959
"EEG state","negativity","Train_81","cce_gaussian","Channel_2","Channel_1",-1.29674994906395
"EEG state","negativity","Train_82","cce_gaussian","Channel_2","Channel_1",-3.12351694916116
"EEG state","negativity","Train_83","cce_gaussian","Channel_2","Channel_1",-0.850107949908915
"EEG state","negativity","Train_84","cce_gaussian","Channel_2","Channel_1",-2.03762283003943
"EEG state","negativity","Train_85","cce_gaussian","Channel_2","Channel_1",-2.31269069566147
"EEG state","negativity","Train_86","cce_gaussian","Channel_2","Channel_1",-1.97805395531082
"EEG state","negativity","Train_87","cce_gaussian","Channel_2","Channel_1",-2.93433685683484
"EEG state","negativity","Train_88","cce_gaussian","Channel_2","Channel_1",-3.96104905608449
"EEG state","negativity","Train_89","cce_gaussian","Channel_2","Channel_1",-1.51661870797709
"EEG state","negativity","Train_9","cce_gaussian","Channel_2","Channel_1",-2.3705407050374
"EEG state","negativity","Train_90","cce_gaussian","Channel_2","Channel_1",-0.432256327183425
"EEG state","negativity","Train_91","cce_gaussian","Channel_2","Channel_1",-0.0366723864073877
"EEG state","negativity","Train_92","cce_gaussian","Channel_2","Channel_1",-3.51481878510788
"EEG state","negativity","Train_93","cce_gaussian","Channel_2","Channel_1",-2.81406442045609
"EEG state","negativity","Train_94","cce_gaussian","Channel_2","Channel_1",-2.13058035371651
"EEG state","negativity","Train_95","cce_gaussian","Channel_2","Channel_1",1.30142196448521
"EEG state","negativity","Train_96","cce_gaussian","Channel_2","Channel_1",-2.07664902071908
"EEG state","negativity","Train_97","cce_gaussian","Channel_2","Channel_1",-0.81731284946691
"EEG state","negativity","Train_98","cce_gaussian","Channel_2","Channel_1",-2.49294968238224
"EEG state","negativity","Train_99","cce_gaussian","Channel_2","Channel_1",-1.24537744309715
"fMRI film","movie","sub01","reci","Control","VentralAttention",0.0109492660750729
"fMRI film","rest","sub01","reci","Control","VentralAttention",0.015846219413366
"fMRI film","movie","sub02","reci","Control","VentralAttention",0.0103951463909158
"fMRI film","rest","sub02","reci","Control","VentralAttention",0.018219606514045
"fMRI film","movie","sub03","reci","Control","VentralAttention",0.0174448271242562
"fMRI film","rest","sub03","reci","Control","VentralAttention",0.0201493414412649
"fMRI film","movie","sub04","reci","Control","VentralAttention",0.0194306881432863
"fMRI film","rest","sub04","reci","Control","VentralAttention",0.0138347522909877
"fMRI film","movie","sub05","reci","Control","VentralAttention",0.0130579458787842
"fMRI film","rest","sub05","reci","Control","VentralAttention",0.0203258249720948
"fMRI film","movie","sub06","reci","Control","VentralAttention",0.0146850443370453
"fMRI film","rest","sub06","reci","Control","VentralAttention",0.015724026970238
"fMRI film","movie","sub07","reci","Control","VentralAttention",0.0129198930653333
"fMRI film","rest","sub07","reci","Control","VentralAttention",0.0196852938590309
"fMRI film","movie","sub08","reci","Control","VentralAttention",0.0188935498276934
"fMRI film","rest","sub08","reci","Control","VentralAttention",0.0176206368826512
"fMRI film","movie","sub09","reci","Control","VentralAttention",0.0130283634195737
"fMRI film","rest","sub09","reci","Control","VentralAttention",0.0177286320443692
"fMRI film","movie","sub10","reci","Control","VentralAttention",0.0146614469190539
"fMRI film","rest","sub10","reci","Control","VentralAttention",0.0150022115799589
"fMRI film","movie","sub11","reci","Control","VentralAttention",0.0152511387267959
"fMRI film","rest","sub11","reci","Control","VentralAttention",0.0163935211947778
"fMRI film","movie","sub12","reci","Control","VentralAttention",0.0146473353956647
"fMRI film","rest","sub12","reci","Control","VentralAttention",0.0152472043386593
"fMRI film","movie","sub13","reci","Control","VentralAttention",0.013700703020835
"fMRI film","rest","sub13","reci","Control","VentralAttention",0.0196732524654051
"fMRI film","movie","sub14","reci","Control","VentralAttention",0.00859340908519874
"fMRI film","rest","sub14","reci","Control","VentralAttention",0.0191689296735585
"fMRI film","movie","sub15","reci","Control","VentralAttention",0.0144731227406761
"fMRI film","rest","sub15","reci","Control","VentralAttention",0.0232878742808339
